"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50"
"11" 1098.7114040897 1138.4587070644 1111.16785593485 1090.19600117106 989.539559028787 1178.3088817937 1293.85959918337 958.404747883836 985.705123821631 1165.43611733705 1167.99674264852 1059.964364098 1052.95642473221 854.550653947824 1027.01463178247 1120.87056258363 1161.12169560594 864.465786769148 1077.92692398517 1142.7098894254 1138.76708447575 1132.88133499381 1301.82192933589 1224.31930204165 1310.23237294302 1132.01489729095 1225.62355823009 1089.76560521066 1209.72990344599 1066.38153986945 1025.70364326281 1154.62588004592 990.225085594941 1119.63787837225 1099.91355020445 1095.68908601774 1098.19889900451 1081.53130012195 945.750688911434 1025.58845377537 1179.59261634867 922.880490917932 1107.95629109833 1188.95051616856 1280.56604279886 1157.74093019398 1057.2913336059 1344.48056710969 1333.63117049931 1068.56559658366
"12" 978.638753538356 1131.98385370017 1461.39499896327 1239.48697652366 1120.47368743113 1325.51121603678 1118.09256679055 1145.8767897713 1053.42635695316 1013.46832337158 1094.3146509363 1156.80663686118 908.825569634292 972.571711477436 1070.66759877293 1226.29000582308 1020.45969252239 1300.20481012324 1083.63857529915 1213.32162826489 884.892963258319 770.458500289734 1150.89969115537 1059.89775734213 1188.67038655164 1017.63521948848 1248.3573315143 1051.32651928756 1167.05190273588 963.037908685347 1040.80868993551 1173.46424954125 1079.85169645697 1228.82630322189 1107.05095679025 1124.34105828137 1219.28063246794 1386.96541639255 1010.76865625739 1177.3592579567 1070.38714272342 953.627416964263 1122.85516213426 909.319488290979 1399.7864481414 1041.37374298295 1337.6322717203 1265.72115677725 1364.46626803784 1237.59685127256
"13" 990.06088052259 1074.15073243187 1036.32186816561 1018.60423437103 1175.76696830894 1106.96083833759 987.861200740448 1193.6838920416 1127.55143055292 1308.27089709056 1243.79723277601 1017.36782382328 1023.90669138479 1393.99790839727 936.48254722583 1114.11335036365 1115.24383880906 1182.87469357376 1051.6294628472 1007.53915552274 932.693288785305 874.987222754928 1268.53216613301 1313.44045044089 1327.19892752703 1413.22790994668 1184.17023181426 1256.81991184005 1169.64498635351 1201.94048293863 1088.19545890777 1138.06023005677 1206.35035771729 1074.15842411889 953.446963007946 981.088783925906 1041.58485012696 1094.91291381926 1131.25522379672 770.111961358398 908.81262208357 857.010866953376 1270.22681870213 1126.64137704414 1162.95569949763 1254.3565399268 1112.71920832711 1124.0509691917 1168.98445381812 1060.56740534543
"14" 1093.24856570699 1098.51968015497 1064.81829948612 1032.88456706003 1033.42021485163 1255.13779757667 830.805903057208 1172.36127346826 1001.80087084905 1179.3601431731 1221.78599056662 929.712111971266 1127.54168228165 1132.6740765089 1200.52993371945 904.577157428088 1054.77103898425 1292.40277914797 1009.03612175416 1077.02297943107 1186.62035731535 1052.37220023841 1289.20701758903 1054.35703969307 1164.02910300468 1049.45122373591 1179.3541956864 1249.97867232884 1145.4314481474 1024.05105462281 1149.86156177977 961.463757599168 879.277981100821 988.254327408753 1168.91058145542 1164.93285665644 1211.74317298 1013.5065416371 1176.4505673515 1219.5683596854 1185.08771080217 1067.26860232279 1392.05388116408 799.74829211953 1161.78625981783 1337.1066935613 1211.2999600387 1142.49525444082 1120.32560285806 1144.33831864391
"15" 1184.00657289749 1115.66183417338 924.641833429218 1250.47226624127 1093.92481649302 1295.37148114994 920.122420129883 1062.60674752642 1382.37726973842 1098.82397779137 1089.31972255036 1161.21894021825 1054.29405764913 957.419442139377 1086.93615755567 1149.67675584303 1219.29139356475 1245.64228826204 1046.60694597465 1005.35041704616 1085.25086541867 1330.59212919176 1205.25659424384 946.65837356042 881.888110849898 1228.57150770689 1301.34076058628 1082.70457344774 1166.52707096251 1273.15900330698 1012.45446691655 1284.75984451452 1078.01878772151 754.077246027109 1031.44153742094 1082.158068612 1106.6687194511 1202.76290453198 1164.11654062775 1002.48293251045 1166.55428916503 1122.50202130348 964.289384358592 1144.81380031606 830.922841893645 1044.36242327553 1089.11828487394 1370.75522968248 892.871529841915 1118.96830121816
"16" 1007.10554307494 983.460687689472 998.912862360156 1019.48259285956 1166.71287047202 1078.37761790635 998.904919451795 995.377179612115 1271.30836176367 1039.4026419367 1293.98297564662 1213.74526990939 995.847146393744 1069.65909815411 1137.03865471197 1013.93526873447 1289.58209612526 1108.1834697816 1259.57484864791 1126.05536952442 1237.84395052584 1144.24863437315 1030.98839886989 1169.92256354008 1278.53599451472 1241.72947845861 1228.42887540406 1264.92100970938 940.680427545109 1125.8842702485 1094.65037751791 1140.66670937926 1140.89354566957 873.580920559284 1182.06001077101 966.211571964504 976.704130063112 1213.8800348703 978.704140773513 958.22513000131 1117.17315773337 1092.26809007886 1156.49717476284 1043.64036785362 962.870753815473 1219.04911648525 927.221333946481 1112.1431450727 1205.77316311495 1104.07849095546
"17" 1349.42749934042 1016.45322979506 1008.94304344722 917.471260642516 1367.75788746183 949.430143277255 1157.94223849369 1030.41316657641 1237.42208785529 1073.66555972796 1124.47681420996 1222.67298015283 912.802894021285 1047.8627895736 1240.23109550874 1164.87182982375 1161.73278541929 1217.11218101834 1080.59018207212 1270.45179718846 1284.05821072118 1340.08493709412 1248.67689674906 1140.08024178778 878.492570451298 1148.43612596133 1149.48393466081 1212.51111568104 1085.16220244804 998.398749672665 1239.04516552297 1039.86984826484 872.275918890006 1120.55862094781 1402.23671894317 1121.74072941666 1146.1153381366 1071.36931301177 1159.80204454289 1016.19777867271 1048.93965112177 1034.84320504646 856.223591094803 1095.62402415532 1160.40680667331 922.866373549251 1061.22433873773 1228.62489125181 1435.75818576402 1251.16323281074
"18" 1170.64405995926 1011.85178931269 1303.80936736343 1195.92292447508 1405.4630585332 1117.82808050631 998.980198814419 1111.21284255358 1014.60074742018 841.681186021238 1188.76152160302 1067.61415406166 1193.8044707265 1193.1730368325 1039.90751314506 1076.54562038546 1149.73339844877 921.853979076586 1230.52528268872 1037.97267086288 1133.96999586504 1234.25507128791 1084.64832157219 1183.3110555481 1280.68758090553 895.728675908918 1341.24059941235 1194.68659875908 1317.99847914005 1271.34800794383 792.495240240293 1187.75449476244 1104.5910301724 1127.04621567229 1114.57525283556 1039.98325253319 1127.22504778489 1084.35778531296 1086.55157481386 989.422556025788 1143.47431300091 1124.92613570324 997.918688747149 1108.57286605643 1117.08509363169 1078.69018368546 1155.10489132887 1457.96428990439 1390.89945321434 1132.5603897396
"19" 1240.60272370746 851.491152037284 1060.93408302484 1323.68161392145 1084.54541807448 1218.82368488844 992.25666120702 1083.75824163963 1231.61182589874 1078.48774087696 1263.16601790543 1219.69173772212 1156.99439236524 1136.1704076355 1351.75476111208 1055.42730395774 1121.0886742756 1319.97643335831 893.958056281519 1302.4165526537 993.967836973902 1112.76295115006 1074.36306005032 972.534737258615 1205.88597094004 860.306249305125 1101.83979992074 1154.697657054 939.319606567503 1332.20470729037 906.349162352151 1358.73221552682 835.392614435305 955.837846593915 1209.67982743147 997.69287007925 1035.69210365585 1021.69163876949 1176.92597160723 1194.67800913948 1370.61647411836 1214.71109624914 1037.22108739017 1005.42509078432 1202.83761630237 1019.96519564929 1220.77157987469 1168.6905982412 1111.04268239771 1094.36614977991
"20" 953.17923545308 1016.18753030717 1349.3320900219 1121.06202617146 1076.59856297044 843.292186551102 1291.395141168 872.41402044696 1135.43651939964 1049.0956430102 1090.27654695086 1088.65295824766 1053.24602031679 1087.99981285645 1275.63591494891 1203.60142731363 1246.44913337308 1066.00417135211 1147.74715970828 1115.21208543381 1276.39771569685 1298.01012416448 1096.99324224492 997.059246588619 869.521488670492 860.865141650316 1146.86869330851 1200.28854948705 1026.88440398949 1022.55469441016 1086.11584195982 1104.99029232375 1203.81568530336 1114.46892567606 1141.17984405213 1132.03423665366 1085.66169305048 1335.11754595153 1239.70763446477 1041.60298137429 1003.995419102 1025.70594531701 1089.80489659299 979.426574441671 1093.07098534412 1218.70476164451 1166.11923864393 1002.76811105259 1074.10011835502 1143.1686863042
"21" 970.987174330408 871.204769863395 930.081502508447 1228.31117159073 1057.28375941653 1260.62176117026 1036.42316311528 996.524900115058 1169.52404768457 918.674298659646 942.020748334203 1261.11210836016 1121.06696897199 1213.03541875942 1264.69057648379 936.807862279608 1076.52350926797 1152.92024095417 1131.16005344751 982.35187359032 1371.56619220609 1194.72937193583 993.62773846172 1191.54014422759 1047.35354930531 1268.39906471451 1222.01791961569 1311.3492636956 1260.71435679124 985.62124330849 1296.38601434818 1214.27089714819 1174.2594834182 861.904026004619 1150.6907325115 999.314815920651 1149.52901782752 1250.45689786618 1010.2677179347 884.00668672629 979.41421380952 1234.91185356879 1176.07599509473 1354.59600500195 1171.83973276483 967.67437359543 1000.87634496276 1144.37706241098 1080.40497182018 1080.59238767008
"22" 993.229783997544 992.942554257988 1072.15210606966 1236.6864870604 1205.57052562685 1047.61159463897 1129.05708510394 975.060116434267 956.371806783526 1163.27629836421 1105.26031412217 1194.54080986686 880.483467428551 1120.57699023121 1158.41086365785 1126.24520047744 1139.89553336877 1257.47250019448 1268.55073174672 1215.22142055645 1106.69459020443 1130.24923298067 1115.69519060894 1151.69840377429 1090.95444621221 987.26290610815 1141.79319605987 992.380475727422 993.341043826418 1079.17738508712 916.568701921107 1150.64122119372 1009.90500517523 1052.18785445023 1020.34043187594 824.952924735028 1227.01777592024 1179.37816370509 1179.89373965012 988.578846706816 1128.45750179174 1080.96520419148 1155.29617430598 1143.09347460708 1055.71133074043 1072.59323505703 1085.58260301875 1106.87256270086 1165.78222655906 1086.94514288182
"23" 1028.86503482738 913.422094201996 830.471370249605 1122.05755515784 1166.5621908389 1198.21813682942 1093.31732009748 834.600786067243 925.906854625851 1005.14788715824 1299.79062158685 950.768279057518 1268.91928582461 986.466349351795 1103.24821073832 1010.35900539859 1016.57582682033 1088.10635204206 970.460235022724 1014.6666659647 1168.05554174047 1119.2574975069 758.241449957334 1227.50759506378 1111.31122901454 1209.24618443873 1002.28980429467 985.707422427023 1098.85081700709 1101.44788407269 1110.1097702621 1115.39272199871 1101.02295054615 1083.61474476232 1148.28525098092 1036.99757591782 1256.28181138007 968.744968268304 1188.4200916702 870.119093288485 1019.83910686655 1185.67614136243 1069.39477581108 1131.19346269861 1276.45012757301 1042.40493993417 1053.09972930857 1237.3426518201 1127.00747739769 860.679670100512
"24" 1176.32909306531 979.165726946479 1335.65417032612 1258.37430204101 1356.3790947272 1043.42935806824 1305.52274942223 1396.81881706567 949.770302782901 1091.70189138542 1264.03587182139 1118.5601050028 922.752897911606 1165.01320506177 1342.82413213049 1000.08815617054 1131.08524392578 1173.87607891142 1048.86681542836 1122.38755257983 872.642332390759 958.964672613331 973.550525838839 1362.38428114883 1079.89911312477 1138.90426886239 965.323898372331 1139.64522368523 1136.03738902998 1100.82833041926 1209.85222580626 953.287303609453 1407.20011592397 1318.98880240425 1015.93430200849 737.833894240329 1242.84106814674 1316.34723478099 1137.60911968753 1183.47927452395 1106.44408767786 1030.81922284017 1275.84283035207 1136.29780861184 1211.16462952235 763.620882190143 1276.573535582 1054.29707019219 1110.38339871998 1143.26759856418
"25" 1259.68775279357 1314.63249310985 1188.61930647908 1230.2764030831 1124.84048033283 1097.55122184875 1300.89565769469 1107.59893830455 986.016879977057 1174.8941568378 1292.88105132223 1102.01622280746 1136.94104786071 956.844836898365 1212.47998475648 958.91196644835 1040.89270367502 1275.71691078517 1063.1473359564 1109.62092471448 1201.47670847692 1271.67976315209 1092.97377582836 1163.85866698671 912.620412409546 992.08749101767 1208.2768869355 1137.27474206835 923.805158730007 985.734682547271 1074.91042997206 1148.24098602054 944.815111729794 1279.94038275178 1212.94533073374 1077.57021248941 1038.38864035972 902.221128842728 1245.53389926614 1390.00231577956 988.094936752035 1072.23601001958 1038.06946129809 1114.98910174677 999.996988061139 1133.01145112681 1045.31335876072 1069.51977718899 1028.47739853204 1215.43490755739
"26" 1106.13940390451 896.540760785232 1041.44737505392 1462.15160384672 1037.36456004004 830.991985895118 933.187893462961 1070.80567869135 1095.46606414552 1250.13042785141 1218.28294839347 944.235156509449 1019.8414626586 1164.17363294521 1282.1930153003 1012.74574112056 994.515501898753 1147.97606031338 756.020518891249 1182.84005797259 1113.77714290224 1230.55323610273 916.50837443047 1132.74959134063 1183.75343426092 1119.48176642787 1201.23708858268 970.972180015798 928.711353004008 868.342853866366 891.046042834532 1220.87467499992 1208.88781563347 1026.4422237125 1016.02033676763 1071.72489306507 1107.17161978312 929.055335224183 1083.86239312839 1119.20456429909 1189.94792296837 1118.8020187693 1067.65755230468 1165.30391549826 1207.79370653267 1113.28294239278 1146.55663417359 964.750487373784 1048.40506802162 1152.35151595776
"27" 1053.382391242 1141.92803569471 1030.51839942323 1166.10978575474 1141.39968160971 1092.16521735284 1028.01909821324 1023.20606411916 1115.29905364048 1038.58845478942 1133.04451421995 1159.85432401937 1256.3779468824 1378.01229080336 1062.34209579948 1160.25769436454 1212.51508080932 1149.66742828067 1132.35841972042 1051.12776068763 1067.47497736624 1023.59927101263 941.777972866929 1180.4770316091 1155.94747620074 1133.02770840821 1218.66013018543 1258.54939781581 1067.87179279964 963.687026544729 1129.59075029686 1051.21960237296 1149.29330536431 1504.47557875992 864.047506466557 1091.60296047279 1175.49418725986 1229.15914340558 1180.21755653685 1079.81662932408 932.207215614615 1155.65399708355 878.919666487763 1329.37782787513 1259.11309189733 1026.0079024921 1022.21275032681 962.078781930783 1066.62244491357 1221.63653942528
"28" 1049.35070250593 1209.20822966714 1088.07271035583 1063.32114620281 999.912975030581 1016.44047630101 1133.00556250988 1205.50767993117 784.569849285457 1092.50525063051 1095.23948625862 1003.69973301151 1095.90738819911 1314.32379294631 988.835459186807 1006.52561965311 1167.65266897054 1252.28075113126 1039.62016277965 1148.77730468147 1045.12786462259 1130.55156995959 1284.3467907421 1218.01783338103 886.21189300586 1172.0844362735 1078.46192147237 980.362470423664 1258.78276395578 1171.39678107498 1120.99834310412 950.325042951968 1092.12377476485 1073.38768170456 1004.03416079852 924.006298983059 1097.62198849793 1240.37349056722 1112.53427795342 1120.21613376114 1222.87910676914 1105.73334629567 1047.57950504152 961.688068221677 1075.17144617142 964.77345270167 1195.13190779169 1105.1762689471 1132.00948087751 1098.1307047797
"29" 997.19088382181 1065.81755300546 975.813764970938 1335.54101080252 1052.7736639702 1092.37565314217 1168.35403032559 1085.83779517149 1100.16577668504 1165.65391641477 1175.99562769517 1248.14728761177 1072.14627788647 1099.43566213478 811.098377008241 1226.32896840412 1148.22471455573 1136.47378655788 1016.65339173859 969.781346534348 1021.01345050335 940.312552961145 1167.16790741762 1129.14851262725 1012.37037032709 1209.75029853087 1119.20517617296 850.046647633522 1034.20225749747 1078.61084089998 1275.24512155881 1118.91753091589 1208.98835419957 1461.76425291362 1025.9208576071 1000.4514713456 860.93758669389 1115.31855823886 1193.69376586685 1143.82491508819 819.225156867087 1078.02129724103 1070.41439727372 909.185725873742 1262.58677174782 1197.05847625834 1133.7679325442 1013.69709100463 1155.57253011512 1220.87592430469
"30" 1160.0022954046 1289.46505188984 1191.94557666074 1146.61250576331 942.858122135299 1293.57751939835 1331.90469884122 1106.45785188018 1260.84135936411 1346.36520491877 1216.47840285629 889.422593152226 982.352800227567 1164.18949366609 755.232003190522 1096.24672128419 827.137033272433 867.032118672971 810.342174634505 1192.24924928643 1070.83542642472 987.832913963124 1164.58838377566 962.251587432023 1048.53621010791 1131.1783922268 1158.69905939874 1186.90491103596 1250.68485901356 1096.80459399204 1054.26539195234 888.870287422059 900.812733555059 1377.33549047441 1102.98518326053 1040.41996792683 1159.77288506401 1132.80708727415 1441.11719177168 1206.53381670181 1084.68143101605 1335.04466346966 1161.55301855275 929.457520231994 1194.64828598731 1186.33644242218 1099.18472665974 1199.84603149271 962.883735970425 980.854153732424
"31" 934.041880419071 1088.02886220169 1166.90200240308 1052.23340126111 1079.77164375217 900.225288246794 1179.14611307887 1161.42257090343 1094.70242471416 1221.26037240118 1120.88672543168 1294.49832930091 873.781439880687 1146.85069116779 949.231258790018 999.855564259236 1078.0727081787 1041.61995812744 1090.43744410614 1083.34914889111 926.444183492523 1149.64103259436 1037.77315687054 1056.38464313827 1272.49150812114 1226.09097176556 1123.10924357122 973.738509100491 1014.2388007638 1283.72236325329 1117.56247171597 1029.26416597806 1051.6202143153 1210.02206773628 1074.74114253826 1029.23828190127 949.25983228921 954.639473743221 1124.00691486589 1074.67810141441 1152.21633928156 1163.19765702567 1137.45745706257 1105.32308618547 1379.20448382489 1202.24515442998 1079.7023183789 1068.65566694655 1114.78839170243 1240.69388908696
"32" 1097.26590225971 1063.63022319724 1127.85184061822 1310.90329612519 1032.23960893392 1132.69046183091 1042.87078645311 1192.26782869241 1030.01245034621 1311.94818978731 1219.40758829538 1240.1443629935 797.065178534982 1099.29182148811 990.964462836467 974.591414339513 1228.5470240028 1112.13898470925 1029.62872543666 1199.70372937547 949.171143123065 1078.26987000127 1100.39750737508 1187.42812977175 843.187360534928 1099.0172492005 969.442479756628 1054.44135352812 1090.14354267043 1043.65948580446 1043.53388344049 988.826503774171 1333.92062381354 1003.61329348476 994.067024304883 1175.2004196817 1183.47726924519 1220.60543164003 1100.0208986452 963.183587680192 1093.2843620415 1143.72704777258 1105.68483842873 1023.6660087008 1245.12371806335 1087.76792354219 1041.2810892107 1191.13495406129 993.950259218782 1239.46030789964
"33" 956.17866742757 1143.3734568331 1115.09305914895 1235.33228929972 879.519945039199 947.978719197819 1053.38977810484 900.87846598581 955.098604219509 1129.51202502264 1080.29206963878 1408.01084679057 1194.91265408266 1028.23727851287 888.977125358364 1105.45167266859 1092.30724821619 1159.72362337752 1196.20304212935 1024.02929561403 1029.60680381137 1036.93104853431 1173.89236359188 1464.79182314802 1116.72981562944 1012.34926665592 1023.23621979496 1288.29239050761 987.564144749129 1043.93855238781 1135.6920578008 1479.17255445229 1384.03406869161 861.509141712039 994.666289459951 1373.07948044443 1350.06751838074 1092.30571454604 1080.82931964162 927.704980790849 1090.56513965348 1122.31016493092 942.79833833841 873.908909575979 1034.09692181987 1390.17367456043 970.634727968402 998.139243210111 966.676238283246 876.664234900792
"34" 1148.98092956021 1176.55674469901 1310.38749794184 1141.11866588142 1164.61825573631 783.647331411217 975.001629878045 1115.15691949492 1206.53536348179 1284.82229353315 1226.80523169124 1173.72657735604 1176.80974861907 1138.78996392068 1237.43767771343 949.772468138665 947.196515186643 1318.26623661912 1085.24782255797 1272.72714069169 1217.11588231811 1087.54308924281 1317.71158807268 1195.69649218546 1058.48863571186 1201.43683663105 1070.82517487214 1230.61010230108 1467.48170046396 1123.17486109119 1084.67898788865 1079.3673088001 1051.96083689058 972.327023279631 1226.03545680273 1508.37122413914 1110.80181119737 1220.109132115 1184.81322007844 1367.83710254311 1061.01610450113 1188.00018640032 1289.32384923298 961.04428723296 1080.26941357334 1181.03935780894 1075.46913986075 1104.50964597874 1051.51895426392 837.138560241837
